region_lluvias_fecha_solicitud,cve_concatenada,cve_ent,cve_mun,nombre_mun,entidad,org_cuenca,clv_oc,con_cuenca,cve_conc,msm_20260131,sps_20260131,ahorro_uso_eficiente_20260131,prob_ambiental,t_prob_ambiental,prob_economica,t_prob_economica,prob_social,t_prob_social
Region A - Primeros Quince dias habiles de cada Diciembre,15071,15,71,Polotitlan,Estado de México,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,74.66,Alta,81.45,Muy Alta,71.69323525,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15072,15,72,Rayon,Estado de México,Lerma Santiago Pacifico,VIII,Lerma - Chapala,15,sin dato,SIN SEQUIA,SIN REDUCCION,59.89,Media,76.82,Alta,39.83405961,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15073,15,73,San Antonio la Isla,Estado de México,Lerma Santiago Pacifico,VIII,Lerma - Chapala,15,sin dato,SIN SEQUIA,SIN REDUCCION,55.02,Media,90.06,Muy Alta,33.92467595,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15074,15,74,San Felipe del Progreso,Estado de México,Lerma Santiago Pacifico,VIII,Lerma - Chapala,15,sin dato,SIN SEQUIA,SIN REDUCCION,57.25,Media,64.0,Alta,90.7451063,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15075,15,75,San Martin de las Piramides,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,31.61,Baja,59.33,Media,35.00035724,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15076,15,76,San Mateo Atenco,Estado de México,Lerma Santiago Pacifico,VIII,Lerma - Chapala,15,sin dato,SIN SEQUIA,SIN REDUCCION,78.2,Alta,99.67,Muy Alta,39.01717957,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15077,15,77,San Simon de Guerrero,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,53.05,Media,64.67,Alta,57.26,Media
Region A - Primeros Quince dias habiles de cada Diciembre,15078,15,78,Santo Tomas,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,95.15,Muy Alta,82.47,Muy Alta,22.9,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15079,15,79,Soyaniquilpan de Juarez,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,96.77,Muy Alta,28.49,Baja,88.90791776,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15080,15,80,Sultepec,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,36.83,Baja,40.11,Media,66.62,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15081,15,81,Tecamac,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,73.65,Alta,63.12,Alta,33.75833603,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15082,15,82,Tejupilco,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,63.4,Alta,47.04,Media,51.32,Media
Region A - Primeros Quince dias habiles de cada Diciembre,15083,15,83,Temamatla,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,8.24,Muy Baja,42.94,Media,66.5557947,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15084,15,84,Temascalapa,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,43.84,Media,49.69,Media,86.5495093,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15085,15,85,Temascalcingo,Estado de México,Lerma Santiago Pacifico,VIII,Lerma - Chapala,15,sin dato,SIN SEQUIA,SIN REDUCCION,28.88,Baja,69.84,Alta,61.96933257,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15086,15,86,Temascaltepec,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,30.21,Baja,45.61,Media,79.76,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15087,15,87,Temoaya,Estado de México,Lerma Santiago Pacifico,VIII,Lerma - Chapala,15,sin dato,SIN SEQUIA,SIN REDUCCION,48.8,Media,60.95,Alta,43.46753004,Media
Region A - Primeros Quince dias habiles de cada Diciembre,15088,15,88,Tenancingo,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,77.0,Alta,10.91,Muy Baja,42.68,Media
Region A - Primeros Quince dias habiles de cada Diciembre,15089,15,89,Tenango del Aire,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,23.25,Baja,9.96,Muy Baja,27.33426127,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15090,15,90,Tenango del Valle,Estado de México,Lerma Santiago Pacifico,VIII,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,28.21,Baja,77.86,Alta,57.0646793,Media
Region A - Primeros Quince dias habiles de cada Diciembre,15091,15,91,Teoloyucan,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,68.36,Alta,82.32,Muy Alta,67.82670832,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15092,15,92,Teotihuacan,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,56.04,Media,71.06,Alta,65.24997433,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15093,15,93,Tepetlaoxtoc,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,28.27,Baja,60.85,Alta,76.6879639,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15094,15,94,Tepetlixpa,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,79.88,Alta,95.15,Muy Alta,56.23,Media
Region A - Primeros Quince dias habiles de cada Diciembre,15095,15,95,Tepotzotlan,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,53.24,Media,50.48,Media,63.04958158,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15096,15,96,Tequixquiac,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,37.55,Baja,61.93,Alta,66.46593774,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15097,15,97,Texcaltitlan,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,66.71,Alta,62.71,Alta,54.54,Media
Region A - Primeros Quince dias habiles de cada Diciembre,15098,15,98,Texcalyacac,Estado de México,Lerma Santiago Pacifico,VIII,Lerma - Chapala,15,sin dato,SIN SEQUIA,SIN REDUCCION,78.78,Alta,71.78,Alta,34.66941095,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15099,15,99,Texcoco,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,81.11,Muy Alta,3.48,Muy Baja,64.22809447,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15100,15,100,Tezoyuca,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,61.08,Alta,61.46,Alta,99.64076362,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15101,15,101,Tianguistenco,Estado de México,Lerma Santiago Pacifico,VIII,Lerma - Chapala,15,sin dato,SIN SEQUIA,SIN REDUCCION,75.66,Alta,91.74,Muy Alta,65.14738892,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15102,15,102,Timilpan,Estado de México,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,64.26,Alta,51.76,Media,83.64329516,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15103,15,103,Tlalmanalco,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,34.53,Baja,41.71,Media,38.39866908,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15104,15,104,Tlalnepantla de Baz,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,93.83,Muy Alta,93.61,Muy Alta,22.46973858,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15105,15,105,Tlatlaya,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,40.68,Media,36.55,Baja,39.04,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15106,15,106,Toluca,Estado de México,Lerma Santiago Pacifico,VIII,Lerma - Chapala,15,sin dato,SIN SEQUIA,SIN REDUCCION,10.72,Muy Baja,83.5,Muy Alta,4.72699219,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15107,15,107,Tonatico,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,62.15,Alta,67.37,Alta,42.22,Media
Region A - Primeros Quince dias habiles de cada Diciembre,15108,15,108,Tultepec,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,99.99,Muy Alta,84.72,Muy Alta,37.09164341,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15109,15,109,Tultitlan,Estado de México,Aguas del Valle de Mexico,XIII,Valle de Mexico,26,sin dato,SIN SEQUIA,SIN REDUCCION,99.98,Muy Alta,90.76,Muy Alta,39.31753368,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,15110,15,110,Valle de Bravo,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,14.74,Muy Baja,66.65,Alta,71.37,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,15111,15,111,Villa de Allende,Estado de México,Balsas,IV,Rio Balsas,9,sin dato,SIN SEQUIA,SIN REDUCCION,9.72,Muy Baja,65.75,Alta,94.41,Muy Alta
